det,26,0.1716,0.7575,,0.8661,0.9323,0.7203,0.8661
det,27,0.1665,0.7643,,0.8701,0.9332,0.7213,0.8701
det,28,0.1623,0.7692,,0.8788,0.9326,0.7221,0.8788
det,29,0.1593,0.7607,,0.8671,0.9287,0.7229,0.8671
det,30,0.1582,0.7730,,0.8791,0.9377,0.7293,0.8791
det,1,1.7187,1.4793,,0.6019,0.7792,0.5431,0.6019
det,2,1.2239,1.2327,,0.6919,0.8582,0.6234,0.6919
det,3,0.9816,1.2877,,0.7661,0.8626,0.6355,0.7661
det,1,1.6944,1.5173,,0.5380,0.8297,0.5846,0.5423
det,2,1.2106,1.2764,,0.7061,0.8253,0.5905,0.5919
det,3,0.9859,1.1890,,0.7416,0.8392,0.6096,0.6159
det,4,0.8608,1.0639,,0.7555,0.8713,0.6463,0.6881
det,5,0.7267,1.0862,,0.7829,0.9020,0.6758,0.7418
det,6,0.6508,1.1414,,0.7825,0.8670,0.6512,0.6521
det,7,0.5846,1.0389,,0.8045,0.9152,0.6945,0.7424
det,8,0.5376,1.1705,,0.8121,0.9042,0.6803,0.7585
det,9,0.4898,0.9577,,0.8098,0.9016,0.6877,0.7266
det,1,1.7186,1.4323,,0.6170,0.7770,0.5351,0.4951
det,2,1.2193,1.3282,,0.7336,0.8494,0.6148,0.6249
det,3,0.9912,1.2304,,0.7482,0.8406,0.6137,0.6495
det,4,0.8491,1.0626,,0.7566,0.8538,0.6281,0.6595
det,5,0.7274,0.9886,,0.7672,0.8933,0.6724,0.7126
det,6,0.6400,1.1746,,0.7529,0.8692,0.6599,0.6258
det,7,0.5689,0.8748,,0.8077,0.9393,0.7353,0.7859
det,8,0.5133,0.9808,,0.8260,0.9196,0.7187,0.7855
det,9,0.4783,0.8464,,0.8142,0.9214,0.7160,0.7278
det,10,0.4408,0.8912,,0.7977,0.9214,0.7133,0.7684
det,11,0.4150,0.8782,,0.8414,0.9306,0.7205,0.7852
det,12,0.3882,0.7094,,0.8111,0.9235,0.7180,0.7494
det,13,0.3636,0.7505,,0.8241,0.9363,0.7294,0.7902
det,14,0.3432,0.8102,,0.8026,0.9219,0.7173,0.7387
det,15,0.3227,0.7250,,0.8394,0.9342,0.7279,0.7831
det,16,0.3035,0.8112,,0.8472,0.9223,0.7093,0.7845
det,17,0.2864,0.7971,,0.8521,0.9332,0.7215,0.7799
det,18,0.2650,0.8626,,0.8333,0.9048,0.7018,0.7568
det,19,0.2527,0.7870,,0.8498,0.9309,0.7265,0.7517
det,20,0.2383,0.8159,,0.8477,0.9216,0.7236,0.7713
det,21,0.2233,0.7701,,0.8514,0.9193,0.7198,0.7592
det,22,0.2148,0.7721,,0.8368,0.9132,0.7214,0.7267
det,23,0.2025,0.7829,,0.8500,0.9212,0.7191,0.7505
det,24,0.1931,0.7658,,0.8356,0.9113,0.7102,0.7289
det,25,0.1858,0.8031,,0.8387,0.9163,0.7165,0.7400
det,26,0.1812,0.7594,,0.8433,0.9136,0.7157,0.7435
det,27,0.1767,0.7716,,0.8440,0.9182,0.7242,0.7553
det,28,0.1732,0.7821,,0.8448,0.9182,0.7231,0.7452
det,29,0.1690,0.7589,,0.8471,0.9228,0.7263,0.7443
det,30,0.1683,0.7750,,0.8455,0.9254,0.7273,0.7517
det,1,0.4521,0.4214,,0.3636,0.3629,0.2266,0.2492
det,2,0.4384,0.4029,,0.5238,0.5283,0.3356,0.2733
det,3,0.4396,0.4337,,0.4697,0.4638,0.2916,0.3094
det,4,0.4207,0.4551,,0.4429,0.4376,0.2748,0.2688
det,5,0.3759,0.4200,,0.4491,0.4437,0.2785,0.3038
det,6,0.3459,0.4468,,0.4661,0.4608,0.2920,0.3681
det,7,0.3548,0.4532,,0.5022,0.4970,0.3136,0.3926
det,8,0.3587,0.4081,,0.5140,0.5086,0.3177,0.3991
det,9,0.3647,0.4606,,0.5183,0.5130,0.3249,0.4160
det,10,0.3864,0.5020,,0.5234,0.5179,0.3325,0.4142
det,11,0.3889,0.4804,,0.5116,0.5085,0.3295,0.4082
det,12,0.3689,0.4730,,0.5092,0.5038,0.3322,0.4083
det,13,0.3330,0.4364,,0.4787,0.4755,0.3168,0.3690
det,14,0.3186,0.4758,,0.4952,0.4921,0.3319,0.3922
det,15,0.3097,0.4875,,0.4747,0.4716,0.3222,0.3877
det,16,0.3009,0.4130,,0.4709,0.4676,0.3208,0.3722
det,17,0.2982,0.4496,,0.4974,0.4939,0.3394,0.3779
det,18,0.2862,0.4481,,0.4800,0.4767,0.3263,0.3616
det,19,0.2814,0.4161,,0.5217,0.5181,0.3580,0.3720
det,20,0.2726,0.4222,,0.5301,0.5264,0.3631,0.3698
det,21,0.2650,0.4330,,0.5640,0.5601,0.3870,0.3767
det,22,0.2612,0.4115,,0.5617,0.5576,0.3888,0.3558
det,23,0.2579,0.4287,,0.5849,0.5807,0.4053,0.3590
det,24,0.2547,0.4328,,0.5610,0.5569,0.3878,0.3551
det,25,0.2515,0.4285,,0.5542,0.5502,0.3811,0.3541
det,26,0.2514,0.4305,,0.5542,0.5502,0.3827,0.3586
det,27,0.2492,0.4579,,0.5515,0.5475,0.3814,0.3483
det,28,0.2486,0.4241,,0.5823,0.5781,0.4003,0.3592
det,29,0.2479,0.4386,,0.5515,0.5475,0.3826,0.3491
det,30,0.2486,0.4629,,0.5714,0.5673,0.3937,0.3587
det,1,0.4495,0.4440,,0.3311,0.3553,0.2161,0.2357
det,2,0.4469,0.4231,,0.3750,0.3721,0.2340,0.2881
det,3,0.4514,0.4357,,0.4035,0.3984,0.2514,0.3077
det,4,0.4385,0.4958,,0.4474,0.4423,0.2805,0.3179
det,5,0.3859,0.4325,,0.4737,0.4686,0.2977,0.3562
det,6,0.3565,0.4016,,0.4781,0.4730,0.3043,0.3394
det,7,0.3711,0.4597,,0.5307,0.5256,0.3347,0.4041
det,8,0.3823,0.4359,,0.5378,0.5326,0.3397,0.4120
det,9,0.3873,0.5034,,0.5570,0.5519,0.3559,0.4511
det,10,0.4018,0.4603,,0.5317,0.5287,0.3441,0.4150
det,11,0.3864,0.4628,,0.4978,0.4948,0.3286,0.4166
det,12,0.3615,0.4332,,0.5045,0.5015,0.3347,0.4121
det,13,0.3327,0.4593,,0.4888,0.4858,0.3302,0.3964
det,14,0.3151,0.4069,,0.4730,0.4700,0.3219,0.4042
det,15,0.3139,0.4063,,0.4595,0.4565,0.3145,0.3847
det,16,0.3028,0.3985,,0.4404,0.4373,0.3030,0.3751
det,17,0.2929,0.3717,,0.4516,0.4485,0.3076,0.3696
det,1,0.4506,0.4290,,0.1820,0.1842,0.1013,0.0538
det,2,0.4178,0.4204,,0.2500,0.2670,0.1599,0.1511
det,3,0.4448,0.4390,,0.3935,0.3881,0.2432,0.2519
det,1,0.4666,0.4515,,0.3443,0.3480,0.2159,0.1835
det,2,0.4566,0.4120,,0.3750,0.3852,0.2382,0.2541
det,3,0.4529,0.4478,,0.5287,0.5220,0.3274,0.2618
det,4,0.4374,0.5356,,0.4732,0.4675,0.2922,0.2962
det,5,0.3916,0.4453,,0.4685,0.4632,0.2966,0.3450
det,6,0.3494,0.3978,,0.4889,0.4837,0.3097,0.3931
det,7,0.3605,0.4358,,0.5336,0.5284,0.3364,0.4331
det,8,0.3739,0.4610,,0.5482,0.5431,0.3508,0.4633
det,1,0.4510,0.4325,,0.1864,0.2120,0.1225,0.0538
det,2,0.4258,0.4208,,0.3355,0.3458,0.2092,0.2087
det,3,0.4552,0.4370,,0.4144,0.4092,0.2559,0.2939
det,4,0.4280,0.4333,,0.4749,0.4696,0.2980,0.3652
det,5,0.3676,0.4197,,0.4667,0.4615,0.2938,0.3766
det,6,0.3386,0.3837,,0.4823,0.4771,0.3024,0.3833
det,7,0.3468,0.4743,,0.5535,0.5481,0.3495,0.4397
det,8,0.3530,0.4148,,0.5430,0.5377,0.3435,0.4569
det,9,0.3547,0.4659,,0.5551,0.5499,0.3522,0.4842
det,10,0.3731,0.5043,,0.5396,0.5367,0.3489,0.4645
det,11,0.3748,0.4400,,0.5475,0.5445,0.3572,0.4807
det,12,0.3476,0.4276,,0.5446,0.5417,0.3599,0.4853
det,13,0.3192,0.4045,,0.5392,0.5361,0.3612,0.4671
det,14,0.2991,0.4231,,0.5314,0.5282,0.3616,0.4269
det,15,0.2935,0.4446,,0.5161,0.5131,0.3513,0.4421
det,16,0.2896,0.4402,,0.5957,0.5922,0.4048,0.4431
det,17,0.2825,0.4462,,0.6250,0.6212,0.4262,0.4464
det,18,0.2750,0.3634,,0.5573,0.5538,0.3843,0.4244
det,19,0.2691,0.3710,,0.5602,0.5567,0.3879,0.4346
det,20,0.2629,0.3615,,0.5661,0.5626,0.3923,0.4283
det,21,0.2566,0.3595,,0.5775,0.5740,0.3993,0.4299
det,22,0.2537,0.3907,,0.6201,0.6164,0.4252,0.4486
det,1,0.7527,0.7287,,0.4035,0.3984,0.2488,0.2666
det,2,0.6862,0.7179,,0.4167,0.4115,0.2587,0.3228
det,3,0.6734,0.7475,,0.4430,0.4379,0.2760,0.3747
det,4,0.6806,0.7853,,0.4868,0.4817,0.3050,0.4082
det,5,0.6991,0.7387,,0.5307,0.5256,0.3339,0.4440
det,6,0.6943,0.7816,,0.5658,0.5607,0.3593,0.5051
det,7,0.6629,0.9201,,0.5482,0.5453,0.3557,0.4867
det,8,0.6114,0.8232,,0.5702,0.5673,0.3689,0.5201
det,9,0.5844,0.7576,,0.5614,0.5585,0.3715,0.5196
det,10,0.5677,0.6760,,0.5395,0.5365,0.3583,0.5005
det,11,0.5412,0.7579,,0.5702,0.5673,0.3788,0.5224
det,12,0.5276,0.8032,,0.5664,0.5634,0.3767,0.5148
det,13,0.5135,0.6834,,0.5354,0.5324,0.3607,0.4853
det,14,0.4992,0.6650,,0.5439,0.5409,0.3680,0.4855
det,15,0.4953,0.7045,,0.5531,0.5501,0.3774,0.5103
det,16,0.4783,0.6670,,0.5727,0.5697,0.3900,0.5180
det,17,0.4700,0.7373,,0.5676,0.5676,0.3867,0.5189
det,18,0.4670,0.7216,,0.5625,0.5595,0.3830,0.5091
det,19,0.4580,0.7001,,0.5682,0.5652,0.3896,0.5113
det,20,0.4522,0.7273,,0.5773,0.5742,0.3936,0.5249
det,21,0.4487,0.7425,,0.5753,0.5723,0.3945,0.5131
det,22,0.4494,0.7294,,0.5682,0.5652,0.3909,0.5185
det,23,0.4448,0.7605,,0.5727,0.5697,0.3925,0.5144
det,24,0.4415,0.7715,,0.5741,0.5710,0.3959,0.5044
det,25,0.4368,0.8222,,0.5541,0.5511,0.3836,0.5010
det,26,0.4368,0.7649,,0.5780,0.5749,0.3979,0.5087
det,27,0.4355,0.7881,,0.5734,0.5703,0.3953,0.5062
det,28,0.4346,0.7619,,0.5853,0.5822,0.4030,0.5273
det,29,0.4349,0.8009,,0.5727,0.5697,0.3943,0.5080
det,30,0.4330,0.7968,,0.5753,0.5723,0.3959,0.5085
det,1,2.4549,2.2450,,0.3357,0.7844,0.5421,0.5585
det,2,1.9584,1.8829,,0.5656,0.7836,0.5542,0.6491
det,3,1.6451,1.6806,,0.6948,0.8450,0.6004,0.7689
det,4,1.3914,1.4160,,0.6524,0.7902,0.5703,0.7131
det,5,1.1366,1.4617,,0.7222,0.8034,0.5781,0.6917
det,6,0.9461,1.3941,,0.7485,0.8450,0.6206,0.7498
det,7,0.7904,1.3473,,0.7632,0.9086,0.6810,0.8371
det,8,0.6982,1.1087,,0.7928,0.8757,0.6661,0.8116
det,9,0.6291,1.1599,,0.8019,0.9130,0.6961,0.8170
det,10,0.5765,0.9963,,0.7800,0.9437,0.7396,0.8219
det,11,0.5295,1.1064,,0.8045,0.9284,0.7203,0.7920
det,12,0.4872,1.1178,,0.8231,0.9393,0.7274,0.8492
det,13,0.4532,1.2021,,0.8129,0.9262,0.7269,0.8042
det,14,0.4199,1.2211,,0.7914,0.9306,0.7234,0.8206
det,15,0.3998,1.1307,,0.8322,0.9569,0.7504,0.8697
det,16,0.3742,1.2668,,0.8300,0.9393,0.7401,0.8615
det,17,0.3539,1.1205,,0.8125,0.9393,0.7421,0.8453
det,18,0.3316,1.1522,,0.8330,0.9393,0.7330,0.8431
det,19,0.3170,1.1269,,0.8067,0.9349,0.7414,0.8239
det,20,0.2950,1.1769,,0.8121,0.9437,0.7515,0.8180
det,21,0.2761,1.2103,,0.8114,0.9218,0.7370,0.8014
det,22,0.2642,1.1664,,0.8213,0.9240,0.7383,0.7876
det,23,0.2485,1.2574,,0.8103,0.9130,0.7285,0.7663
det,24,0.2367,1.2139,,0.8096,0.9130,0.7312,0.7623
det,25,0.2258,1.2232,,0.8224,0.9262,0.7381,0.8062
det,26,0.2170,1.2215,,0.8180,0.9218,0.7352,0.7759
det,27,0.2127,1.2120,,0.8158,0.9218,0.7334,0.7810
det,28,0.2075,1.2244,,0.8129,0.9174,0.7323,0.7714
det,29,0.2037,1.1845,,0.8198,0.9262,0.7411,0.7870
det,30,0.2014,1.1873,,0.8238,0.9262,0.7355,0.7822
