filename,true_class,predicted_class,correct
20240506_153401.jpg,microplastics,algae,False
20240506_153434.jpg,microplastics,algae,False
20240506_160047.jpg,microplastics,algae,False
20240506_160735.jpg,microplastics,algae,False
20240506_160824.jpg,microplastics,algae,False
20240506_161803.jpg,microplastics,algae,False
20240506_162423.jpg,microplastics,algae,False
20240506_162517.jpg,microplastics,algae,False
20240506_165729.jpg,microplastics,algae,False
20240506_171254.jpg,microplastics,algae,False
20240506_171928.jpg,microplastics,algae,False
20240506_172304.jpg,microplastics,algae,False
20240506_172544.jpg,microplastics,algae,False
20240506_173758.jpg,microplastics,algae,False
20240506_174552.jpg,microplastics,algae,False
20240507_133653.jpg,microplastics,algae,False
20240513_103211.jpg,microplastics,algae,False
20240514_114417.jpg,microplastics,algae,False
20240514_192340.jpg,microplastics,algae,False
20240515_173431.jpg,microplastics,algae,False
20240521_155322.jpg,microplastics,algae,False
20240524_104709.jpg,microplastics,algae,False
20240524_111341.jpg,microplastics,algae,False
20240527_103927.jpg,microplastics,algae,False
20240527_111340.jpg,microplastics,algae,False
20240604_183808.jpg,microplastics,algae,False
20240614_144105.jpg,microplastics,algae,False
20240619_110601.jpg,microplastics,algae,False
20240620_100953.jpg,microplastics,algae,False
20240627_164154.jpg,microplastics,algae,False
20240702_114624.jpg,microplastics,algae,False
20240703_171042.jpg,microplastics,algae,False
20240703_172608.jpg,microplastics,algae,False
20240703_173005.jpg,microplastics,algae,False
20240703_182020.jpg,microplastics,algae,False
20240704_184214.jpg,microplastics,algae,False
20240704_185133.jpg,microplastics,algae,False
20240905_153857.jpg,microplastics,algae,False
21313.jpg,microplastics,algae,False
2312321.jpg,microplastics,algae,False
23432423243.jpg,microplastics,algae,False
24562465.jpg,microplastics,algae,False
324324234.jpg,microplastics,algae,False
324324432.jpg,microplastics,algae,False
32ew2.jpg,microplastics,algae,False
3424564.jpg,microplastics,algae,False
3443.jpg,microplastics,algae,False
34535.jpg,microplastics,algae,False
43231123.jpg,microplastics,algae,False
43232443234.jpg,microplastics,algae,False
43324423.jpg,microplastics,algae,False
434343.jpg,microplastics,algae,False
4343435543.jpg,microplastics,algae,False
45344553.jpg,microplastics,algae,False
4535345.jpg,microplastics,algae,False
4545.jpg,microplastics,algae,False
455656.jpg,microplastics,algae,False
456.jpg,microplastics,algae,False
5434453.jpg,microplastics,algae,False
54665.jpg,microplastics,algae,False
54666.jpg,microplastics,algae,False
5645646.jpg,microplastics,algae,False
6654.jpg,microplastics,algae,False
87545.jpg,microplastics,algae,False
8874.jpg,microplastics,algae,False
asd.jpg,microplastics,algae,False
asdd.jpg,microplastics,algae,False
czx.jpg,microplastics,algae,False
e.jpg,microplastics,algae,False
fdvfv.jpg,microplastics,algae,False
h.jpg,microplastics,algae,False
i.jpg,microplastics,algae,False
mtfcd.jpg,microplastics,algae,False
nhh.jpg,microplastics,algae,False
o.jpg,microplastics,algae,False
rr.jpg,microplastics,algae,False
rtgwwrrw.jpg,microplastics,algae,False
vfedcs.jpg,microplastics,algae,False
vvvvv.jpg,microplastics,algae,False
wwqsqs.jpg,microplastics,algae,False
www.jpg,microplastics,algae,False
x.jpg,microplastics,algae,False
yty.jpg,microplastics,algae,False
yy.jpg,microplastics,algae,False
